ProjectID,Department,StartDate,Funding,EmployeeID,Department,Name,HireDate
11707,A_85,2023-07-22,233000,169,A_85,Employee_169,2023-07-14
2688,A_32,2023-06-13,287000,179,A_32,Employee_179,2023-06-10
7082,A_32,2023-06-07,116000,179,A_32,Employee_179,2023-06-10
14390,A_32,2023-06-14,264000,179,A_32,Employee_179,2023-06-10
15686,A_32,2023-06-17,335000,179,A_32,Employee_179,2023-06-10
19131,A_32,2023-06-17,98000,179,A_32,Employee_179,2023-06-10
21551,A_32,2023-06-05,767000,179,A_32,Employee_179,2023-06-10
25659,A_32,2023-06-08,692000,179,A_32,Employee_179,2023-06-10
27763,A_32,2023-06-11,958000,179,A_32,Employee_179,2023-06-10
21585,A_30,2023-01-24,111000,180,A_30,Employee_180,2023-01-26
1095,A_81,2023-02-03,505000,183,A_81,Employee_183,2023-01-30
9085,A_81,2023-01-27,217000,183,A_81,Employee_183,2023-01-30
12343,A_81,2023-01-31,639000,183,A_81,Employee_183,2023-01-30
14787,A_81,2023-01-30,315000,183,A_81,Employee_183,2023-01-30
4516,A_42,2023-03-30,758000,185,A_42,Employee_185,2023-04-06
11875,A_42,2023-04-08,743000,185,A_42,Employee_185,2023-04-06
19051,A_42,2023-04-15,781000,185,A_42,Employee_185,2023-04-06
20365,A_42,2023-04-01,718000,185,A_42,Employee_185,2023-04-06
26471,A_42,2023-04-13,283000,185,A_42,Employee_185,2023-04-06
3489,A_36,2023-10-26,786000,186,A_36,Employee_186,2023-11-01
3166,A_35,2023-12-05,281000,187,A_35,Employee_187,2023-12-12
4422,A_35,2023-12-19,311000,187,A_35,Employee_187,2023-12-12
5658,A_35,2023-12-18,240000,187,A_35,Employee_187,2023-12-12
12181,A_35,2023-12-21,79000,187,A_35,Employee_187,2023-12-12
25385,A_35,2023-12-10,664000,187,A_35,Employee_187,2023-12-12
4224,A_5,2023-08-28,951000,205,A_5,Employee_205,2023-08-23
8569,A_5,2023-09-01,470000,205,A_5,Employee_205,2023-08-23
17559,A_5,2023-08-26,693000,205,A_5,Employee_205,2023-08-23
26938,A_5,2023-08-15,637000,205,A_5,Employee_205,2023-08-23
5647,A_52,2023-02-15,264000,207,A_52,Employee_207,2023-02-07
4156,A_68,2023-06-23,715000,210,A_68,Employee_210,2023-06-28
13744,A_68,2023-06-26,161000,210,A_68,Employee_210,2023-06-28
16470,A_68,2023-06-29,325000,210,A_68,Employee_210,2023-06-28
24184,A_81,2023-08-17,95000,214,A_81,Employee_214,2023-08-13
3344,A_80,2023-05-23,671000,225,A_80,Employee_225,2023-05-20
6934,A_80,2023-05-26,230000,225,A_80,Employee_225,2023-05-20
18499,A_48,2023-11-11,681000,232,A_48,Employee_232,2023-11-21
7000,A_23,2023-01-09,256000,234,A_23,Employee_234,2023-01-02
7401,A_23,2023-01-02,773000,234,A_23,Employee_234,2023-01-02
15788,A_23,2023-01-12,315000,234,A_23,Employee_234,2023-01-02
15479,A_83,2023-08-10,874000,237,A_83,Employee_237,2023-08-15
17701,A_83,2023-08-21,403000,237,A_83,Employee_237,2023-08-15
23685,A_83,2023-08-08,911000,237,A_83,Employee_237,2023-08-15
4412,A_5,2023-03-04,477000,240,A_5,Employee_240,2023-02-27
14060,A_5,2023-02-24,807000,240,A_5,Employee_240,2023-02-27
18525,A_39,2023-12-15,400000,241,A_39,Employee_241,2023-12-20
3549,A_76,2023-08-06,432000,246,A_76,Employee_246,2023-08-09
13830,A_76,2023-08-05,840000,246,A_76,Employee_246,2023-08-09
14583,A_76,2023-08-17,916000,246,A_76,Employee_246,2023-08-09
15659,A_66,2023-01-17,313000,247,A_66,Employee_247,2023-01-22
27076,A_66,2023-01-21,491000,247,A_66,Employee_247,2023-01-22
26307,A_53,2023-06-28,341000,253,A_53,Employee_253,2023-07-01
17150,A_13,2023-03-28,88000,262,A_13,Employee_262,2023-04-02
1413,A_56,2023-07-22,762000,269,A_56,Employee_269,2023-07-15
10984,A_56,2023-07-23,915000,269,A_56,Employee_269,2023-07-15
13976,A_56,2023-07-11,198000,269,A_56,Employee_269,2023-07-15
24489,A_56,2023-07-15,543000,269,A_56,Employee_269,2023-07-15
13185,A_60,2023-05-13,944000,285,A_60,Employee_285,2023-05-14
4161,A_92,2023-10-30,237000,286,A_92,Employee_286,2023-10-25
7301,A_92,2023-10-31,969000,286,A_92,Employee_286,2023-10-25
26439,A_92,2023-10-22,114000,286,A_92,Employee_286,2023-10-25
4541,A_20,2023-02-25,451000,288,A_20,Employee_288,2023-02-25
13351,A_20,2023-03-07,109000,288,A_20,Employee_288,2023-02-25
19801,A_20,2023-02-26,436000,288,A_20,Employee_288,2023-02-25
1535,A_98,2023-05-02,308000,294,A_98,Employee_294,2023-05-11
8656,A_98,2023-05-13,320000,294,A_98,Employee_294,2023-05-11
24640,A_98,2023-05-12,900000,294,A_98,Employee_294,2023-05-11
6898,A_48,2023-04-26,630000,330,A_48,Employee_330,2023-05-01
12064,A_48,2023-05-05,785000,330,A_48,Employee_330,2023-05-01
12832,A_76,2023-01-21,535000,333,A_76,Employee_333,2023-01-13
14857,A_76,2023-01-10,15000,333,A_76,Employee_333,2023-01-13
27928,A_76,2023-01-09,126000,333,A_76,Employee_333,2023-01-13
11266,A_24,2023-05-11,218000,334,A_24,Employee_334,2023-05-06
4547,A_76,2023-12-01,167000,343,A_76,Employee_343,2023-12-02
6750,A_76,2023-12-05,483000,343,A_76,Employee_343,2023-12-02
13798,A_76,2023-12-07,108000,343,A_76,Employee_343,2023-12-02
17321,A_76,2023-12-02,498000,343,A_76,Employee_343,2023-12-02
23498,A_76,2023-12-10,470000,343,A_76,Employee_343,2023-12-02
26900,A_76,2023-11-28,712000,343,A_76,Employee_343,2023-12-02
19398,A_26,2023-10-16,256000,350,A_26,Employee_350,2023-10-13
20462,A_26,2023-10-11,105000,350,A_26,Employee_350,2023-10-13
22539,A_26,2023-10-06,587000,350,A_26,Employee_350,2023-10-13
13802,A_42,2023-03-03,962000,372,A_42,Employee_372,2023-03-12
14511,A_42,2023-03-10,151000,372,A_42,Employee_372,2023-03-12
17542,A_42,2023-03-10,996000,372,A_42,Employee_372,2023-03-12
17880,A_78,2023-05-06,864000,373,A_78,Employee_373,2023-04-29
20021,A_78,2023-05-06,165000,373,A_78,Employee_373,2023-04-29
15575,A_79,2023-12-31,445000,375,A_79,Employee_375,2023-12-28
16860,A_79,2023-12-25,423000,375,A_79,Employee_375,2023-12-28
18522,A_79,2023-12-19,963000,375,A_79,Employee_375,2023-12-28
18909,A_32,2023-04-11,760000,380,A_32,Employee_380,2023-04-16
19508,A_32,2023-04-13,308000,380,A_32,Employee_380,2023-04-16
27050,A_32,2023-04-14,149000,380,A_32,Employee_380,2023-04-16
2302,A_11,2023-10-17,220000,384,A_11,Employee_384,2023-10-22
13582,A_4,2023-06-20,811000,386,A_4,Employee_386,2023-06-30
18214,A_4,2023-07-09,606000,386,A_4,Employee_386,2023-06-30
26036,A_14,2023-07-18,428000,402,A_14,Employee_402,2023-07-21
4040,A_43,2023-11-29,19000,405,A_43,Employee_405,2023-11-26
13681,A_43,2023-11-28,584000,405,A_43,Employee_405,2023-11-26
23355,A_43,2023-11-17,640000,405,A_43,Employee_405,2023-11-26
25041,A_43,2023-11-21,731000,405,A_43,Employee_405,2023-11-26
26664,A_43,2023-11-28,386000,405,A_43,Employee_405,2023-11-26
25005,A_94,2023-02-03,347000,408,A_94,Employee_408,2023-01-26
22225,A_27,2023-07-01,180000,417,A_27,Employee_417,2023-06-29
27345,A_27,2023-06-19,998000,417,A_27,Employee_417,2023-06-29
2980,A_36,2023-12-08,109000,419,A_36,Employee_419,2023-11-30
18843,A_36,2023-12-09,362000,419,A_36,Employee_419,2023-11-30
19950,A_36,2023-12-02,507000,419,A_36,Employee_419,2023-11-30
5947,A_21,2023-01-20,945000,420,A_21,Employee_420,2023-01-16
10649,A_21,2023-01-10,461000,420,A_21,Employee_420,2023-01-16
13492,A_21,2023-01-19,866000,420,A_21,Employee_420,2023-01-16
18043,A_21,2023-01-26,695000,420,A_21,Employee_420,2023-01-16
3720,A_59,2023-10-14,536000,426,A_59,Employee_426,2023-10-16
9828,A_59,2023-10-09,336000,426,A_59,Employee_426,2023-10-16
12006,A_59,2023-10-23,711000,426,A_59,Employee_426,2023-10-16
14116,A_59,2023-10-20,630000,426,A_59,Employee_426,2023-10-16
1024,A_86,2023-11-05,510000,430,A_86,Employee_430,2023-11-07
14985,A_86,2023-11-08,597000,430,A_86,Employee_430,2023-11-07
21771,A_86,2023-10-28,33000,430,A_86,Employee_430,2023-11-07
27507,A_86,2023-11-06,151000,430,A_86,Employee_430,2023-11-07
8321,A_56,2023-10-18,637000,434,A_56,Employee_434,2023-10-24
8322,A_56,2023-11-02,247000,434,A_56,Employee_434,2023-10-24
19347,A_56,2023-10-20,618000,434,A_56,Employee_434,2023-10-24
14780,A_14,2023-06-11,164000,435,A_14,Employee_435,2023-06-09
15197,A_14,2023-06-08,482000,435,A_14,Employee_435,2023-06-09
15997,A_14,2023-06-14,629000,435,A_14,Employee_435,2023-06-09
18759,A_14,2023-06-18,106000,435,A_14,Employee_435,2023-06-09
21067,A_14,2023-06-15,894000,435,A_14,Employee_435,2023-06-09
5851,A_39,2023-10-29,323000,439,A_39,Employee_439,2023-10-31
16229,A_39,2023-10-27,311000,439,A_39,Employee_439,2023-10-31
5252,A_55,2023-08-15,648000,454,A_55,Employee_454,2023-08-10
8400,A_55,2023-08-14,55000,454,A_55,Employee_454,2023-08-10
13126,A_55,2023-07-31,443000,454,A_55,Employee_454,2023-08-10
25159,A_55,2023-08-11,802000,454,A_55,Employee_454,2023-08-10
9124,A_44,2023-04-27,942000,483,A_44,Employee_483,2023-05-04
1189,A_48,2023-05-27,209000,491,A_48,Employee_491,2023-05-31
14183,A_48,2023-05-22,808000,491,A_48,Employee_491,2023-05-31
21231,A_48,2023-05-27,738000,491,A_48,Employee_491,2023-05-31
13849,A_95,2023-04-06,421000,507,A_95,Employee_507,2023-04-09
1853,A_52,2023-04-12,379000,512,A_52,Employee_512,2023-04-10
13915,A_52,2023-04-17,494000,512,A_52,Employee_512,2023-04-10
24735,A_52,2023-04-09,31000,512,A_52,Employee_512,2023-04-10
7107,A_65,2023-05-22,64000,517,A_65,Employee_517,2023-05-21
15956,A_65,2023-05-26,224000,517,A_65,Employee_517,2023-05-21
16524,A_65,2023-05-19,545000,517,A_65,Employee_517,2023-05-21
25520,A_65,2023-05-26,436000,517,A_65,Employee_517,2023-05-21
14076,A_24,2023-01-30,585000,518,A_24,Employee_518,2023-01-28
22901,A_53,2023-01-01,804000,522,A_53,Employee_522,2023-01-07
11142,A_95,2023-01-30,96000,526,A_95,Employee_526,2023-01-27
17534,A_95,2023-01-22,631000,526,A_95,Employee_526,2023-01-27
18864,A_59,2023-01-29,865000,528,A_59,Employee_528,2023-02-03
18875,A_59,2023-01-24,115000,528,A_59,Employee_528,2023-02-03
6634,A_38,2023-10-20,845000,530,A_38,Employee_530,2023-10-23
9869,A_38,2023-11-01,633000,530,A_38,Employee_530,2023-10-23
4037,A_28,2023-03-10,330000,532,A_28,Employee_532,2023-03-19
10701,A_28,2023-03-14,366000,532,A_28,Employee_532,2023-03-19
13342,A_28,2023-03-14,533000,532,A_28,Employee_532,2023-03-19
677,A_77,2023-10-13,58000,533,A_77,Employee_533,2023-10-16
1387,A_77,2023-10-11,307000,533,A_77,Employee_533,2023-10-16
10062,A_77,2023-10-11,75000,533,A_77,Employee_533,2023-10-16
27609,A_77,2023-10-24,620000,533,A_77,Employee_533,2023-10-16
32,A_61,2023-10-09,64000,536,A_61,Employee_536,2023-10-13
1216,A_61,2023-10-23,385000,536,A_61,Employee_536,2023-10-13
5222,A_31,2023-11-18,776000,546,A_31,Employee_546,2023-11-09
6500,A_31,2023-11-07,531000,546,A_31,Employee_546,2023-11-09
17301,A_31,2023-11-18,739000,546,A_31,Employee_546,2023-11-09
24917,A_31,2023-11-04,624000,546,A_31,Employee_546,2023-11-09
26918,A_31,2023-11-08,301000,546,A_31,Employee_546,2023-11-09
4516,A_42,2023-03-30,758000,551,A_42,Employee_551,2023-03-22
20365,A_42,2023-04-01,718000,551,A_42,Employee_551,2023-03-22
24095,A_42,2023-03-24,303000,551,A_42,Employee_551,2023-03-22
21045,A_81,2023-01-10,285000,554,A_81,Employee_554,2023-01-02
1708,A_37,2023-12-20,253000,562,A_37,Employee_562,2023-12-18
7934,A_37,2023-12-17,110000,562,A_37,Employee_562,2023-12-18
9386,A_37,2023-12-13,221000,562,A_37,Employee_562,2023-12-18
9549,A_37,2023-12-27,213000,562,A_37,Employee_562,2023-12-18
14001,A_37,2023-12-15,720000,562,A_37,Employee_562,2023-12-18
16562,A_37,2023-12-16,19000,562,A_37,Employee_562,2023-12-18
1149,A_37,2023-01-30,265000,572,A_37,Employee_572,2023-01-31
27657,A_37,2023-01-29,537000,572,A_37,Employee_572,2023-01-31
2038,A_85,2023-06-17,263000,573,A_85,Employee_573,2023-06-07
14305,A_85,2023-06-14,739000,573,A_85,Employee_573,2023-06-07
14635,A_85,2023-06-12,289000,573,A_85,Employee_573,2023-06-07
19223,A_85,2023-05-31,872000,573,A_85,Employee_573,2023-06-07
19883,A_85,2023-06-01,465000,573,A_85,Employee_573,2023-06-07
6599,A_42,2023-11-09,210000,582,A_42,Employee_582,2023-11-03
11312,A_42,2023-11-04,630000,582,A_42,Employee_582,2023-11-03
17730,A_42,2023-10-29,989000,582,A_42,Employee_582,2023-11-03
17883,A_42,2023-10-27,504000,582,A_42,Employee_582,2023-11-03
26388,A_42,2023-11-05,726000,582,A_42,Employee_582,2023-11-03
5973,A_21,2023-08-02,913000,583,A_21,Employee_583,2023-08-10
14016,A_21,2023-08-03,165000,583,A_21,Employee_583,2023-08-10
19968,A_14,2023-02-16,639000,586,A_14,Employee_586,2023-02-16
22311,A_93,2023-10-28,596000,597,A_93,Employee_597,2023-10-27
25463,A_93,2023-10-22,221000,597,A_93,Employee_597,2023-10-27
6479,A_54,2023-03-27,821000,604,A_54,Employee_604,2023-03-24
9510,A_54,2023-03-21,151000,604,A_54,Employee_604,2023-03-24
4774,A_19,2023-08-19,263000,610,A_19,Employee_610,2023-08-21
9055,A_19,2023-08-27,135000,610,A_19,Employee_610,2023-08-21
10459,A_19,2023-08-28,520000,610,A_19,Employee_610,2023-08-21
23320,A_19,2023-08-21,84000,610,A_19,Employee_610,2023-08-21
24956,A_46,2023-06-15,115000,611,A_46,Employee_611,2023-06-11
3125,A_60,2023-07-16,65000,613,A_60,Employee_613,2023-07-26
21040,A_60,2023-07-19,640000,613,A_60,Employee_613,2023-07-26
25500,A_60,2023-07-20,197000,613,A_60,Employee_613,2023-07-26
5723,A_28,2023-03-30,578000,618,A_28,Employee_618,2023-04-07
16582,A_28,2023-04-16,543000,618,A_28,Employee_618,2023-04-07
21859,A_28,2023-04-06,508000,618,A_28,Employee_618,2023-04-07
23857,A_28,2023-04-04,392000,618,A_28,Employee_618,2023-04-07
5578,A_15,2023-11-16,838000,628,A_15,Employee_628,2023-11-19
20101,A_15,2023-11-13,144000,628,A_15,Employee_628,2023-11-19
3109,A_8,2023-10-10,427000,632,A_8,Employee_632,2023-10-10
9597,A_8,2023-10-09,144000,632,A_8,Employee_632,2023-10-10
9606,A_8,2023-10-19,953000,632,A_8,Employee_632,2023-10-10
15145,A_8,2023-10-09,47000,632,A_8,Employee_632,2023-10-10
21523,A_8,2023-10-06,240000,632,A_8,Employee_632,2023-10-10
3978,A_75,2023-07-11,614000,643,A_75,Employee_643,2023-07-16
351,A_98,2023-10-31,723000,644,A_98,Employee_644,2023-11-03
12740,A_98,2023-11-06,387000,644,A_98,Employee_644,2023-11-03
14864,A_98,2023-11-05,112000,644,A_98,Employee_644,2023-11-03
6259,A_23,2023-06-03,395000,664,A_23,Employee_664,2023-06-12
10285,A_23,2023-06-14,252000,664,A_23,Employee_664,2023-06-12
27728,A_78,2023-09-17,520000,669,A_78,Employee_669,2023-09-11
698,A_65,2023-09-08,679000,671,A_65,Employee_671,2023-09-15
3226,A_65,2023-09-13,636000,671,A_65,Employee_671,2023-09-15
4276,A_65,2023-09-06,537000,671,A_65,Employee_671,2023-09-15
5877,A_65,2023-09-12,190000,671,A_65,Employee_671,2023-09-15
17032,A_65,2023-09-17,234000,671,A_65,Employee_671,2023-09-15
9059,A_52,2023-09-24,135000,675,A_52,Employee_675,2023-09-27
1984,A_8,2023-03-14,83000,677,A_8,Employee_677,2023-03-15
8840,A_8,2023-03-18,940000,677,A_8,Employee_677,2023-03-15
11061,A_39,2023-08-23,156000,680,A_39,Employee_680,2023-08-29
18210,A_39,2023-08-22,755000,680,A_39,Employee_680,2023-08-29
22102,A_39,2023-09-07,350000,680,A_39,Employee_680,2023-08-29
19070,A_19,2023-11-06,355000,691,A_19,Employee_691,2023-11-13
20790,A_19,2023-11-17,320000,691,A_19,Employee_691,2023-11-13
2117,A_36,2023-04-27,576000,692,A_36,Employee_692,2023-05-01
12280,A_24,2023-06-07,277000,702,A_24,Employee_702,2023-06-16
18687,A_75,2023-05-07,796000,706,A_75,Employee_706,2023-05-06
3672,A_88,2023-03-29,267000,710,A_88,Employee_710,2023-03-31
7995,A_88,2023-04-08,649000,710,A_88,Employee_710,2023-03-31
15485,A_88,2023-03-30,25000,710,A_88,Employee_710,2023-03-31
26564,A_88,2023-03-31,660000,710,A_88,Employee_710,2023-03-31
405,A_41,2023-11-10,65000,711,A_41,Employee_711,2023-11-09
10696,A_41,2023-11-13,662000,711,A_41,Employee_711,2023-11-09
16631,A_41,2023-11-14,624000,711,A_41,Employee_711,2023-11-09
25767,A_41,2023-11-15,284000,711,A_41,Employee_711,2023-11-09
27397,A_41,2023-11-09,398000,711,A_41,Employee_711,2023-11-09
3319,A_74,2023-04-28,938000,716,A_74,Employee_716,2023-04-29
7597,A_74,2023-04-25,740000,716,A_74,Employee_716,2023-04-29
14369,A_74,2023-04-19,740000,716,A_74,Employee_716,2023-04-29
16890,A_74,2023-05-01,642000,716,A_74,Employee_716,2023-04-29
21838,A_74,2023-05-08,388000,716,A_74,Employee_716,2023-04-29
4224,A_5,2023-08-28,951000,720,A_5,Employee_720,2023-08-27
8569,A_5,2023-09-01,470000,720,A_5,Employee_720,2023-08-27
17559,A_5,2023-08-26,693000,720,A_5,Employee_720,2023-08-27
1095,A_81,2023-02-03,505000,723,A_81,Employee_723,2023-02-07
3776,A_81,2023-02-16,127000,723,A_81,Employee_723,2023-02-07
11628,A_81,2023-02-15,167000,723,A_81,Employee_723,2023-02-07
12343,A_81,2023-01-31,639000,723,A_81,Employee_723,2023-02-07
14787,A_81,2023-01-30,315000,723,A_81,Employee_723,2023-02-07
23486,A_81,2023-02-13,207000,723,A_81,Employee_723,2023-02-07
2574,A_55,2023-05-07,258000,731,A_55,Employee_731,2023-05-02
5264,A_5,2023-10-08,466000,738,A_5,Employee_738,2023-10-17
10499,A_5,2023-10-14,619000,738,A_5,Employee_738,2023-10-17
15787,A_5,2023-10-22,399000,738,A_5,Employee_738,2023-10-17
19958,A_5,2023-10-07,829000,738,A_5,Employee_738,2023-10-17
23011,A_5,2023-10-27,978000,738,A_5,Employee_738,2023-10-17
423,A_98,2023-11-17,845000,747,A_98,Employee_747,2023-11-14
538,A_98,2023-11-18,624000,747,A_98,Employee_747,2023-11-14
10891,A_98,2023-11-24,161000,747,A_98,Employee_747,2023-11-14
12740,A_98,2023-11-06,387000,747,A_98,Employee_747,2023-11-14
14864,A_98,2023-11-05,112000,747,A_98,Employee_747,2023-11-14
21666,A_98,2023-11-21,628000,747,A_98,Employee_747,2023-11-14
8847,A_18,2023-10-15,130000,755,A_18,Employee_755,2023-10-24
20439,A_18,2023-10-18,43000,755,A_18,Employee_755,2023-10-24
2282,A_90,2023-04-06,215000,759,A_90,Employee_759,2023-04-13
4292,A_90,2023-04-04,524000,759,A_90,Employee_759,2023-04-13
7429,A_90,2023-04-04,838000,759,A_90,Employee_759,2023-04-13
2437,A_68,2023-09-26,353000,760,A_68,Employee_760,2023-10-04
4490,A_68,2023-10-01,318000,760,A_68,Employee_760,2023-10-04
10249,A_68,2023-09-27,237000,760,A_68,Employee_760,2023-10-04
12215,A_68,2023-10-07,529000,760,A_68,Employee_760,2023-10-04
16458,A_68,2023-10-03,879000,760,A_68,Employee_760,2023-10-04
17147,A_68,2023-10-14,767000,760,A_68,Employee_760,2023-10-04
3990,A_73,2023-04-22,157000,770,A_73,Employee_770,2023-04-26
15781,A_73,2023-05-01,967000,770,A_73,Employee_770,2023-04-26
20660,A_73,2023-05-03,269000,770,A_73,Employee_770,2023-04-26
26290,A_8,2023-05-16,816000,776,A_8,Employee_776,2023-05-16
27788,A_8,2023-05-20,435000,776,A_8,Employee_776,2023-05-16
3161,A_56,2023-12-03,150000,783,A_56,Employee_783,2023-12-12
7279,A_56,2023-12-17,829000,783,A_56,Employee_783,2023-12-12
12947,A_56,2023-12-18,36000,783,A_56,Employee_783,2023-12-12
15044,A_56,2023-12-18,242000,783,A_56,Employee_783,2023-12-12
27436,A_56,2023-12-10,217000,783,A_56,Employee_783,2023-12-12
